
> src\renderer\data\quests.json:24291:    "id": 760,
  src\renderer\data\quests.json:27949:      "en": "First 3-5 frames that grab viewer's attention. без ограничений."
  src\renderer\data\quests.json:27950:    },
  src\renderer\data\quests.json:27951:    "xp": 519,
> src\renderer\data\quests.json:27971:    "id": 875,
  src\renderer\data\quests.json:27972:    "code": "DRW-00875",
  src\renderer\data\quests.json:27973:    "title": {
  src\renderer\data\quests.json:27974:      "ru": "Negative space: {}",
  src\renderer\data\quests.json:27975:      "en": "Negative space: {}"
  src\renderer\data\quests.json:27976:    },
  src\renderer\data\quests.json:27977:    "category": "drawing",
  src\renderer\data\quests.json:27978:    "difficulty": "novice",
  src\renderer\data\quests.json:27979:    "description": {
  src\renderer\data\quests.json:27980:      "ru": "Рисуй только пространство вокруг объекта, не сам объект. 3 тона.",
  src\renderer\data\quests.json:27981:      "en": "Draw only the space around the object, not the object itself. 3 тона."
  src\renderer\data\quests.json:27982:    },
  src\renderer\data\quests.json:27983:    "xp": 48,
> src\renderer\data\quests.json:28003:    "id": 876,
  src\renderer\data\quests.json:28004:    "code": "VFX-00876",
  src\renderer\data\quests.json:28005:    "title": {
  src\renderer\data\quests.json:28006:      "ru": "Color gradient: {} (core → edge)",
  src\renderer\data\quests.json:28007:      "en": "Color gradient: {} (core → edge)"
  src\renderer\data\quests.json:28008:    },
  src\renderer\data\quests.json:28009:    "category": "effects",
  src\renderer\data\quests.json:28010:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28011:    "description": {
  src\renderer\data\quests.json:28012:      "ru": "Переход температуры/цвета от центра к периферии. Работай на планшете.",
  src\renderer\data\quests.json:28013:      "en": "Temperature/color transition from center to periphery. Работай на планшете."
  src\renderer\data\quests.json:28014:    },
  src\renderer\data\quests.json:28015:    "xp": 81,
> src\renderer\data\quests.json:28035:    "id": 877,
  src\renderer\data\quests.json:28036:    "code": "STY-00877",
  src\renderer\data\quests.json:28037:    "title": {
  src\renderer\data\quests.json:28038:      "ru": "Opening scene: {} (hook)",
  src\renderer\data\quests.json:28039:      "en": "Opening scene: {} (hook)"
  src\renderer\data\quests.json:28040:    },
  src\renderer\data\quests.json:28041:    "category": "storytelling",
  src\renderer\data\quests.json:28042:    "difficulty": "expert",
  src\renderer\data\quests.json:28043:    "description": {
  src\renderer\data\quests.json:28044:      "ru": "Первые 3-5 кадров, которые захватывают внимание зрителя.",
  src\renderer\data\quests.json:28045:      "en": "First 3-5 frames that grab viewer's attention. с таймером."
  src\renderer\data\quests.json:28046:    },
  src\renderer\data\quests.json:28047:    "xp": 442,
> src\renderer\data\quests.json:28067:    "id": 878,
  src\renderer\data\quests.json:28068:    "code": "DRW-00878",
  src\renderer\data\quests.json:28069:    "title": {
  src\renderer\data\quests.json:28070:      "ru": "Gesture sketch: {} (35 сек)",
  src\renderer\data\quests.json:28071:      "en": "Gesture sketch: {} (35 sec)"
  src\renderer\data\quests.json:28072:    },
  src\renderer\data\quests.json:28073:    "category": "drawing",
  src\renderer\data\quests.json:28074:    "difficulty": "novice",
  src\renderer\data\quests.json:28075:    "description": {
  src\renderer\data\quests.json:28076:      "ru": "Захвати линию действия и энергию формы. Скорость важнее деталей. Можно карандаш или планшет.",
  src\renderer\data\quests.json:28077:      "en": "Capture line of action and form energy. Speed over details. без референса."
  src\renderer\data\quests.json:28078:    },
  src\renderer\data\quests.json:28079:    "xp": 45,
> src\renderer\data\quests.json:28099:    "id": 879,
  src\renderer\data\quests.json:28100:    "code": "VFX-00879",
  src\renderer\data\quests.json:28101:    "title": {
  src\renderer\data\quests.json:28102:      "ru": "Surface interaction: {}",
  src\renderer\data\quests.json:28103:      "en": "Surface interaction: {}"
  src\renderer\data\quests.json:28104:    },
  src\renderer\data\quests.json:28105:    "category": "effects",
  src\renderer\data\quests.json:28106:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28107:    "description": {
  src\renderer\data\quests.json:28108:      "ru": "Как эффект растекается, отскакивает или разрушает объект. без референса.",
  src\renderer\data\quests.json:28109:      "en": "How effect spreads, bounces, or destroys object. Используй любые материалы."
  src\renderer\data\quests.json:28110:    },
  src\renderer\data\quests.json:28111:    "xp": 81,
> src\renderer\data\quests.json:28131:    "id": 880,
  src\renderer\data\quests.json:28132:    "code": "STY-00880",
  src\renderer\data\quests.json:28133:    "title": {
  src\renderer\data\quests.json:28134:      "ru": "Production brief: {} (pipeline ready)",
  src\renderer\data\quests.json:28135:      "en": "Production brief: {} (pipeline ready)"
  src\renderer\data\quests.json:28136:    },
  src\renderer\data\quests.json:28137:    "category": "storytelling",
  src\renderer\data\quests.json:28138:    "difficulty": "expert",
  src\renderer\data\quests.json:28139:    "description": {
  src\renderer\data\quests.json:28140:      "ru": "Работа по индустриальным стандартам: формат, слои, экспорт.",
  src\renderer\data\quests.json:28141:      "en": "Industry standards work: format, layers, export."
  src\renderer\data\quests.json:28142:    },
  src\renderer\data\quests.json:28143:    "xp": 475,
> src\renderer\data\quests.json:28163:    "id": 881,
  src\renderer\data\quests.json:28164:    "code": "DRW-00881",
  src\renderer\data\quests.json:28165:    "title": {
  src\renderer\data\quests.json:28166:      "ru": "Gesture sketch: {} (20 сек)",
  src\renderer\data\quests.json:28167:      "en": "Gesture sketch: {} (20 sec)"
  src\renderer\data\quests.json:28168:    },
  src\renderer\data\quests.json:28169:    "category": "drawing",
  src\renderer\data\quests.json:28170:    "difficulty": "novice",
  src\renderer\data\quests.json:28171:    "description": {
  src\renderer\data\quests.json:28172:      "ru": "Захвати линию действия и энергию формы. Скорость важнее деталей. Выбери удобную технику.",
  src\renderer\data\quests.json:28173:      "en": "Capture line of action and form energy. Speed over details. Выбери удобную технику."
  src\renderer\data\quests.json:28174:    },
  src\renderer\data\quests.json:28175:    "xp": 49,
> src\renderer\data\quests.json:28195:    "id": 882,
  src\renderer\data\quests.json:28196:    "code": "VFX-00882",
  src\renderer\data\quests.json:28197:    "title": {
  src\renderer\data\quests.json:28198:      "ru": "Surface interaction: {}",
  src\renderer\data\quests.json:28199:      "en": "Surface interaction: {}"
  src\renderer\data\quests.json:28200:    },
  src\renderer\data\quests.json:28201:    "category": "effects",
  src\renderer\data\quests.json:28202:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28203:    "description": {
  src\renderer\data\quests.json:28204:      "ru": "Как эффект растекается, отскакивает или разрушает объект.",
  src\renderer\data\quests.json:28205:      "en": "How effect spreads, bounces, or destroys object. Можно карандаш или планшет."
  src\renderer\data\quests.json:28206:    },
  src\renderer\data\quests.json:28207:    "xp": 113,
> src\renderer\data\quests.json:28227:    "id": 883,
  src\renderer\data\quests.json:28228:    "code": "STY-00883",
  src\renderer\data\quests.json:28229:    "title": {
  src\renderer\data\quests.json:28230:      "ru": "Portfolio storyboard: {} (prof level)",
  src\renderer\data\quests.json:28231:      "en": "Portfolio storyboard: {} (pro level)"
  src\renderer\data\quests.json:28232:    },
  src\renderer\data\quests.json:28233:    "category": "storytelling",
  src\renderer\data\quests.json:28234:    "difficulty": "expert",
  src\renderer\data\quests.json:28235:    "description": {
  src\renderer\data\quests.json:28236:      "ru": "Профессиональная раскадровка: чистота, читаемость, стиль.",
  src\renderer\data\quests.json:28237:      "en": "Professional storyboard: cleanliness, readability, style. 5 цветов."
  src\renderer\data\quests.json:28238:    },
  src\renderer\data\quests.json:28239:    "xp": 411,
> src\renderer\data\quests.json:28259:    "id": 884,
  src\renderer\data\quests.json:28260:    "code": "DRW-00884",
  src\renderer\data\quests.json:28261:    "title": {
  src\renderer\data\quests.json:28262:      "ru": "Contour drawing: {} (blind)",
  src\renderer\data\quests.json:28263:      "en": "Contour drawing: {} (blind)"
  src\renderer\data\quests.json:28264:    },
  src\renderer\data\quests.json:28265:    "category": "drawing",
  src\renderer\data\quests.json:28266:    "difficulty": "novice",
  src\renderer\data\quests.json:28267:    "description": {
  src\renderer\data\quests.json:28268:      "ru": "Рисуй не глядя на лист. Зрительно-моторная координация. без ластика.",
  src\renderer\data\quests.json:28269:      "en": "Draw without looking at paper. Hand-eye coordination."
  src\renderer\data\quests.json:28270:    },
  src\renderer\data\quests.json:28271:    "xp": 54,
> src\renderer\data\quests.json:28291:    "id": 885,
  src\renderer\data\quests.json:28292:    "code": "VFX-00885",
  src\renderer\data\quests.json:28293:    "title": {
  src\renderer\data\quests.json:28294:      "ru": "Surface interaction: {}",
  src\renderer\data\quests.json:28295:      "en": "Surface interaction: {}"
  src\renderer\data\quests.json:28296:    },
  src\renderer\data\quests.json:28297:    "category": "effects",
  src\renderer\data\quests.json:28298:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28299:    "description": {
  src\renderer\data\quests.json:28300:      "ru": "Как эффект растекается, отскакивает или разрушает объект.",
  src\renderer\data\quests.json:28301:      "en": "How effect spreads, bounces, or destroys object."
  src\renderer\data\quests.json:28302:    },
  src\renderer\data\quests.json:28303:    "xp": 80,
> src\renderer\data\quests.json:28323:    "id": 886,
  src\renderer\data\quests.json:28324:    "code": "STY-00886",
  src\renderer\data\quests.json:28325:    "title": {
  src\renderer\data\quests.json:28326:      "ru": "Silent storytelling: {} (без диалогов)",
  src\renderer\data\quests.json:28327:      "en": "Silent storytelling: {} (no dialogue)"
  src\renderer\data\quests.json:28328:    },
  src\renderer\data\quests.json:28329:    "category": "storytelling",
  src\renderer\data\quests.json:28330:    "difficulty": "expert",
  src\renderer\data\quests.json:28331:    "description": {
  src\renderer\data\quests.json:28332:      "ru": "Расскажи историю без единого слова. Только визуал. Выбери удобную технику.",
  src\renderer\data\quests.json:28333:      "en": "Tell a story without a single word. Visuals only. без ограничений."
  src\renderer\data\quests.json:28334:    },
  src\renderer\data\quests.json:28335:    "xp": 373,
> src\renderer\data\quests.json:28355:    "id": 887,
  src\renderer\data\quests.json:28356:    "code": "DRW-00887",
  src\renderer\data\quests.json:28357:    "title": {
  src\renderer\data\quests.json:28358:      "ru": "Contour drawing: {} (blind)",
  src\renderer\data\quests.json:28359:      "en": "Contour drawing: {} (blind)"
  src\renderer\data\quests.json:28360:    },
  src\renderer\data\quests.json:28361:    "category": "drawing",
  src\renderer\data\quests.json:28362:    "difficulty": "novice",
  src\renderer\data\quests.json:28363:    "description": {
  src\renderer\data\quests.json:28364:      "ru": "Рисуй не глядя на лист. Зрительно-моторная координация. Бумага и карандаш.",
  src\renderer\data\quests.json:28365:      "en": "Draw without looking at paper. Hand-eye coordination. Бумага и карандаш."
  src\renderer\data\quests.json:28366:    },
  src\renderer\data\quests.json:28367:    "xp": 42,
> src\renderer\data\quests.json:28387:    "id": 888,
  src\renderer\data\quests.json:28388:    "code": "ANM-00888",
  src\renderer\data\quests.json:28389:    "title": {
  src\renderer\data\quests.json:28390:      "ru": "Walk cycle: {} (4 phases)",
  src\renderer\data\quests.json:28391:      "en": "Walk cycle: {} (4 phases)"
  src\renderer\data\quests.json:28392:    },
  src\renderer\data\quests.json:28393:    "category": "animation",
  src\renderer\data\quests.json:28394:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28395:    "description": {
  src\renderer\data\quests.json:28396:      "ru": "Контакт, отталкивание, проход, опускание. Перенос веса. Используй любые материалы.",
  src\renderer\data\quests.json:28397:      "en": "Contact, push-off, passing, down. Weight transfer."
  src\renderer\data\quests.json:28398:    },
  src\renderer\data\quests.json:28399:    "xp": 112,
> src\renderer\data\quests.json:28419:    "id": 889,
  src\renderer\data\quests.json:28420:    "code": "VFX-00889",
  src\renderer\data\quests.json:28421:    "title": {
  src\renderer\data\quests.json:28422:      "ru": "Speed FX: {} (2-4h readability)",
  src\renderer\data\quests.json:28423:      "en": "Speed FX: {} (2-4h readability)"
  src\renderer\data\quests.json:28424:    },
  src\renderer\data\quests.json:28425:    "category": "effects",
  src\renderer\data\quests.json:28426:    "difficulty": "expert",
  src\renderer\data\quests.json:28427:    "description": {
  src\renderer\data\quests.json:28428:      "ru": "Индустриальный спид: выбери главное, упрости второстепенное.",
  src\renderer\data\quests.json:28429:      "en": "Industry speed: choose main, simplify secondary."
  src\renderer\data\quests.json:28430:    },
  src\renderer\data\quests.json:28431:    "xp": 465,
> src\renderer\data\quests.json:28451:    "id": 890,
  src\renderer\data\quests.json:28452:    "code": "STY-00890",
  src\renderer\data\quests.json:28453:    "title": {
  src\renderer\data\quests.json:28454:      "ru": "Value grouping: {} (light/mid/dark)",
  src\renderer\data\quests.json:28455:      "en": "Value grouping: {} (light/mid/dark)"
  src\renderer\data\quests.json:28456:    },
  src\renderer\data\quests.json:28457:    "category": "storytelling",
  src\renderer\data\quests.json:28458:    "difficulty": "novice",
  src\renderer\data\quests.json:28459:    "description": {
  src\renderer\data\quests.json:28460:      "ru": "Упрости сцену до 3-4 тональных масс для ясности. Используй любые материалы.",
  src\renderer\data\quests.json:28461:      "en": "Simplify scene to 3-4 value masses for clarity. без референса."
  src\renderer\data\quests.json:28462:    },
  src\renderer\data\quests.json:28463:    "xp": 52,
> src\renderer\data\quests.json:28483:    "id": 891,
  src\renderer\data\quests.json:28484:    "code": "DRW-00891",
  src\renderer\data\quests.json:28485:    "title": {
  src\renderer\data\quests.json:28486:      "ru": "Master study: {} (анализ техники)",
  src\renderer\data\quests.json:28487:      "en": "Master study: {} (technique analysis)"
  src\renderer\data\quests.json:28488:    },
  src\renderer\data\quests.json:28489:    "category": "drawing",
  src\renderer\data\quests.json:28490:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28491:    "description": {
  src\renderer\data\quests.json:28492:      "ru": "Скопируй фрагмент работы мастера. Разбери их приёмы. без референса.",
  src\renderer\data\quests.json:28493:      "en": "Copy a master's fragment. Analyze their techniques. Выбери удобную технику."
  src\renderer\data\quests.json:28494:    },
  src\renderer\data\quests.json:28495:    "xp": 115,
> src\renderer\data\quests.json:28515:    "id": 892,
  src\renderer\data\quests.json:28516:    "code": "ANA-00892",
  src\renderer\data\quests.json:28517:    "title": {
  src\renderer\data\quests.json:28518:      "ru": "Figure portfolio piece: {}",
  src\renderer\data\quests.json:28519:      "en": "Figure portfolio piece: {}"
  src\renderer\data\quests.json:28520:    },
  src\renderer\data\quests.json:28521:    "category": "anatomy",
  src\renderer\data\quests.json:28522:    "difficulty": "expert",
  src\renderer\data\quests.json:28523:    "description": {
  src\renderer\data\quests.json:28524:      "ru": "Профессиональный уровень: точность, экспрессия, чистота. без ctrl+z.",
  src\renderer\data\quests.json:28525:      "en": "Pro level: accuracy, expression, cleanliness."
  src\renderer\data\quests.json:28526:    },
  src\renderer\data\quests.json:28527:    "xp": 354,
> src\renderer\data\quests.json:28547:    "id": 893,
  src\renderer\data\quests.json:28548:    "code": "ANM-00893",
  src\renderer\data\quests.json:28549:    "title": {
  src\renderer\data\quests.json:28550:      "ru": "Motion arcs: {} (keyframes)",
  src\renderer\data\quests.json:28551:      "en": "Motion arcs: {} (keyframes)"
  src\renderer\data\quests.json:28552:    },
  src\renderer\data\quests.json:28553:    "category": "animation",
  src\renderer\data\quests.json:28554:    "difficulty": "novice",
  src\renderer\data\quests.json:28555:    "description": {
  src\renderer\data\quests.json:28556:      "ru": "Плавные траектории. Избегай механических прямых линий.",
  src\renderer\data\quests.json:28557:      "en": "Smooth trajectories. Avoid mechanical straight lines. Используй любимую программу."
  src\renderer\data\quests.json:28558:    },
  src\renderer\data\quests.json:28559:    "xp": 58,
> src\renderer\data\quests.json:28579:    "id": 894,
  src\renderer\data\quests.json:28580:    "code": "VFX-00894",
  src\renderer\data\quests.json:28581:    "title": {
  src\renderer\data\quests.json:28582:      "ru": "Volume retention: {} (deformation)",
  src\renderer\data\quests.json:28583:      "en": "Volume retention: {} (deformation)"
  src\renderer\data\quests.json:28584:    },
  src\renderer\data\quests.json:28585:    "category": "effects",
  src\renderer\data\quests.json:28586:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28587:    "description": {
  src\renderer\data\quests.json:28588:      "ru": "Эффект не должен схлопываться или терять массу. Можно карандаш или планшет.",
  src\renderer\data\quests.json:28589:      "en": "Effect must not collapse or lose mass."
  src\renderer\data\quests.json:28590:    },
  src\renderer\data\quests.json:28591:    "xp": 70,
> src\renderer\data\quests.json:28611:    "id": 895,
  src\renderer\data\quests.json:28612:    "code": "STY-00895",
  src\renderer\data\quests.json:28613:    "title": {
  src\renderer\data\quests.json:28614:      "ru": "Opening scene: {} (hook)",
  src\renderer\data\quests.json:28615:      "en": "Opening scene: {} (hook)"
  src\renderer\data\quests.json:28616:    },
  src\renderer\data\quests.json:28617:    "category": "storytelling",
  src\renderer\data\quests.json:28618:    "difficulty": "expert",
  src\renderer\data\quests.json:28619:    "description": {
  src\renderer\data\quests.json:28620:      "ru": "Первые 3-5 кадров, которые захватывают внимание зрителя. с таймером.",
  src\renderer\data\quests.json:28621:      "en": "First 3-5 frames that grab viewer's attention. с таймером."
  src\renderer\data\quests.json:28622:    },
  src\renderer\data\quests.json:28623:    "xp": 542,
> src\renderer\data\quests.json:28643:    "id": 896,
  src\renderer\data\quests.json:28644:    "code": "DRW-00896",
  src\renderer\data\quests.json:28645:    "title": {
  src\renderer\data\quests.json:28646:      "ru": "Contour drawing: {} (blind)",
  src\renderer\data\quests.json:28647:      "en": "Contour drawing: {} (blind)"
  src\renderer\data\quests.json:28648:    },
  src\renderer\data\quests.json:28649:    "category": "drawing",
  src\renderer\data\quests.json:28650:    "difficulty": "novice",
  src\renderer\data\quests.json:28651:    "description": {
  src\renderer\data\quests.json:28652:      "ru": "Рисуй не глядя на лист. Зрительно-моторная координация. без растушёвки.",
  src\renderer\data\quests.json:28653:      "en": "Draw without looking at paper. Hand-eye coordination."
  src\renderer\data\quests.json:28654:    },
  src\renderer\data\quests.json:28655:    "xp": 42,
> src\renderer\data\quests.json:28675:    "id": 897,
  src\renderer\data\quests.json:28676:    "code": "ANA-00897",
  src\renderer\data\quests.json:28677:    "title": {
  src\renderer\data\quests.json:28678:      "ru": "Face: {} (Loomis/Reilly метод)",
  src\renderer\data\quests.json:28679:      "en": "Face: {} (Loomis/Reilly method)"
  src\renderer\data\quests.json:28680:    },
  src\renderer\data\quests.json:28681:    "category": "anatomy",
  src\renderer\data\quests.json:28682:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28683:    "description": {
  src\renderer\data\quests.json:28684:      "ru": "Построение головы в разных ракурсах с разметкой лица. Цифровые инструменты.",
  src\renderer\data\quests.json:28685:      "en": "Construct head in various angles with facial mapping."
  src\renderer\data\quests.json:28686:    },
  src\renderer\data\quests.json:28687:    "xp": 78,
> src\renderer\data\quests.json:28707:    "id": 898,
  src\renderer\data\quests.json:28708:    "code": "ANM-00898",
  src\renderer\data\quests.json:28709:    "title": {
  src\renderer\data\quests.json:28710:      "ru": "24h animation: {} (speed run)",
  src\renderer\data\quests.json:28711:      "en": "24h animation: {} (speed run)"
  src\renderer\data\quests.json:28712:    },
  src\renderer\data\quests.json:28713:    "category": "animation",
  src\renderer\data\quests.json:28714:    "difficulty": "expert",
  src\renderer\data\quests.json:28715:    "description": {
  src\renderer\data\quests.json:28716:      "ru": "Интеграция всех навыков под давлением времени. Выбери удобную технику.",
  src\renderer\data\quests.json:28717:      "en": "Integrate all skills under time pressure."
  src\renderer\data\quests.json:28718:    },
  src\renderer\data\quests.json:28719:    "xp": 393,
> src\renderer\data\quests.json:28739:    "id": 899,
  src\renderer\data\quests.json:28740:    "code": "VFX-00899",
  src\renderer\data\quests.json:28741:    "title": {
  src\renderer\data\quests.json:28742:      "ru": "Reference copy: {} (shape)",
  src\renderer\data\quests.json:28743:      "en": "Reference copy: {} (shape)"
  src\renderer\data\quests.json:28744:    },
  src\renderer\data\quests.json:28745:    "category": "effects",
  src\renderer\data\quests.json:28746:    "difficulty": "novice",
  src\renderer\data\quests.json:28747:    "description": {
  src\renderer\data\quests.json:28748:      "ru": "Точно воспроизведи наблюдаемый эффект без упрощений.",
  src\renderer\data\quests.json:28749:      "en": "Accurately reproduce observed effect without simplification. Можно карандаш или планшет."
  src\renderer\data\quests.json:28750:    },
  src\renderer\data\quests.json:28751:    "xp": 68,
> src\renderer\data\quests.json:28771:    "id": 900,
  src\renderer\data\quests.json:28772:    "code": "STY-00900",
  src\renderer\data\quests.json:28773:    "title": {
  src\renderer\data\quests.json:28774:      "ru": "Depth layers: {} (fg/mg/bg)",
  src\renderer\data\quests.json:28775:      "en": "Depth layers: {} (fg/mg/bg)"
  src\renderer\data\quests.json:28776:    },
  src\renderer\data\quests.json:28777:    "category": "storytelling",
  src\renderer\data\quests.json:28778:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28779:    "description": {
  src\renderer\data\quests.json:28780:      "ru": "Пространство через перекрытие, тон и детализацию. Используй любимую программу.",
  src\renderer\data\quests.json:28781:      "en": "Space through overlap, value, and detail. Используй любимую программу."
  src\renderer\data\quests.json:28782:    },
  src\renderer\data\quests.json:28783:    "xp": 108,
> src\renderer\data\quests.json:28803:    "id": 901,
  src\renderer\data\quests.json:28804:    "code": "DRW-00901",
  src\renderer\data\quests.json:28805:    "title": {
  src\renderer\data\quests.json:28806:      "ru": "Speed challenge: {} (2 часа)",
  src\renderer\data\quests.json:28807:      "en": "Speed challenge: {} (2 hours)"
  src\renderer\data\quests.json:28808:    },
  src\renderer\data\quests.json:28809:    "category": "drawing",
  src\renderer\data\quests.json:28810:    "difficulty": "expert",
  src\renderer\data\quests.json:28811:    "description": {
  src\renderer\data\quests.json:28812:      "ru": "Полный рисунок за 2 часа. Фокус на главном, без лишнего.",
  src\renderer\data\quests.json:28813:      "en": "Full drawing in 2 hours. Focus on essentials only."
  src\renderer\data\quests.json:28814:    },
  src\renderer\data\quests.json:28815:    "xp": 429,
> src\renderer\data\quests.json:28835:    "id": 902,
  src\renderer\data\quests.json:28836:    "code": "ANA-00902",
  src\renderer\data\quests.json:28837:    "title": {
  src\renderer\data\quests.json:28838:      "ru": "Gesture figure: {} (59 сек)",
  src\renderer\data\quests.json:28839:      "en": "Gesture figure: {} (59 sec)"
  src\renderer\data\quests.json:28840:    },
  src\renderer\data\quests.json:28841:    "category": "anatomy",
  src\renderer\data\quests.json:28842:    "difficulty": "novice",
  src\renderer\data\quests.json:28843:    "description": {
  src\renderer\data\quests.json:28844:      "ru": "Линия действия, центр тяжести, общая динамика позы. с таймером.",
  src\renderer\data\quests.json:28845:      "en": "Line of action, center of gravity, overall pose dynamics. Можно карандаш или планшет."
  src\renderer\data\quests.json:28846:    },
  src\renderer\data\quests.json:28847:    "xp": 68,
> src\renderer\data\quests.json:28867:    "id": 903,
  src\renderer\data\quests.json:28868:    "code": "ANM-00903",
  src\renderer\data\quests.json:28869:    "title": {
  src\renderer\data\quests.json:28870:      "ru": "Lip sync: {} (vowels/consonants)",
  src\renderer\data\quests.json:28871:      "en": "Lip sync: {} (vowels/consonants)"
  src\renderer\data\quests.json:28872:    },
  src\renderer\data\quests.json:28873:    "category": "animation",
  src\renderer\data\quests.json:28874:    "difficulty": "intermediate",
  src\renderer\data\quests.json:28875:    "description": {
  src\renderer\data\quests.json:28876:      "ru": "Разбей речь на формы рта. Работа с таймингом фонем. Цифровые инструменты.",
  src\renderer\data\quests.json:28877:      "en": "Break speech into mouth shapes. Phoneme timing."
  src\renderer\data\quests.json:28878:    },
  src\renderer\data\quests.json:28879:    "xp": 79,
> src\renderer\data\quests.json:28899:    "id": 904,
  src\renderer\data\quests.json:28900:    "code": "VFX-00904",
  src\renderer\data\quests.json:28901:    "title": {
  src\renderer\data\quests.json:28902:      "ru": "Optimization: {} (LOD)",
  src\renderer\data\quests.json:28903:      "en": "Optimization: {} (LOD)"
  src\renderer\data\quests.json:28904:    },
  src\renderer\data\quests.json:28905:    "category": "effects",
  src\renderer\data\quests.json:28906:    "difficulty": "master",
  src\renderer\data\quests.json:28907:    "description": {
  src\renderer\data\quests.json:28908:      "ru": "Снижение детализации без потери читаемости для продакшена. 5 цветов.",
  src\renderer\data\quests.json:28909:      "en": "Reduce detail without losing readability for production. 5 цветов."
  src\renderer\data\quests.json:28910:    },
  src\renderer\data\quests.json:28911:    "xp": 206,
> src\renderer\data\quests.json:28931:    "id": 905,
  src\renderer\data\quests.json:28932:    "code": "STY-00905",
  src\renderer\data\quests.json:28933:    "title": {
  src\renderer\data\quests.json:28934:      "ru": "Opening scene: {} (hook)",
  src\renderer\data\quests.json:28935:      "en": "Opening scene: {} (hook)"
  src\renderer\data\quests.json:28936:    },
  src\renderer\data\quests.json:28937:    "category": "storytelling",
  src\renderer\data\quests.json:28938:    "difficulty": "expert",
  src\renderer\data\quests.json:28939:    "description": {
  src\renderer\data\quests.json:28940:      "ru": "Первые 3-5 кадров, которые захватывают внимание зрителя.",
  src\renderer\data\quests.json:28941:      "en": "First 3-5 frames that grab viewer's attention."
  src\renderer\data\quests.json:28942:    },
  src\renderer\data\quests.json:28943:    "xp": 547,
> src\renderer\data\quests.json:28963:    "id": 906,
  src\renderer\data\quests.json:28964:    "code": "DRW-00906",
  src\renderer\data\quests.json:28965:    "title": {
  src\renderer\data\quests.json:28966:      "ru": "Gesture sketch: {} (39 сек)",
  src\renderer\data\quests.json:28967:      "en": "Gesture sketch: {} (39 sec)"
  src\renderer\data\quests.json:28968:    },
  src\renderer\data\quests.json:28969:    "category": "drawing",
  src\renderer\data\quests.json:28970:    "difficulty": "novice",
  src\renderer\data\quests.json:28971:    "description": {
  src\renderer\data\quests.json:28972:      "ru": "Захвати линию действия и энергию формы. Скорость важнее деталей. Выбери удобную технику.",
  src\renderer\data\quests.json:28973:      "en": "Capture line of action and form energy. Speed over details."
  src\renderer\data\quests.json:28974:    },
  src\renderer\data\quests.json:28975:    "xp": 68,
> src\renderer\data\quests.json:28995:    "id": 907,
  src\renderer\data\quests.json:28996:    "code": "ANA-00907",
  src\renderer\data\quests.json:28997:    "title": {
  src\renderer\data\quests.json:28998:      "ru": "Dynamic pose: {} (вес/баланс)",
  src\renderer\data\quests.json:28999:      "en": "Dynamic pose: {} (weight/balance)"
  src\renderer\data\quests.json:29000:    },
  src\renderer\data\quests.json:29001:    "category": "anatomy",
  src\renderer\data\quests.json:29002:    "difficulty": "intermediate",
  src\renderer\data\quests.json:29003:    "description": {
  src\renderer\data\quests.json:29004:      "ru": "Передача опоры, баланса и напряжения через позу. без ограничений.",
  src\renderer\data\quests.json:29005:      "en": "Convey support, balance, tension through pose."
  src\renderer\data\quests.json:29006:    },
  src\renderer\data\quests.json:29007:    "xp": 85,
> src\renderer\data\quests.json:29027:    "id": 908,
  src\renderer\data\quests.json:29028:    "code": "ANM-00908",
  src\renderer\data\quests.json:29029:    "title": {
  src\renderer\data\quests.json:29030:      "ru": "Scene animatic: {} (rhythm)",
  src\renderer\data\quests.json:29031:      "en": "Scene animatic: {} (rhythm)"
  src\renderer\data\quests.json:29032:    },
  src\renderer\data\quests.json:29033:    "category": "animation",
  src\renderer\data\quests.json:29034:    "difficulty": "master",
  src\renderer\data\quests.json:29035:    "description": {
  src\renderer\data\quests.json:29036:      "ru": "Тестируй тайминг, переходы и эмоциональную дугу. Используй любые материалы.",
  src\renderer\data\quests.json:29037:      "en": "Test timing, transitions, and emotional arc. Используй любые материалы."
  src\renderer\data\quests.json:29038:    },
  src\renderer\data\quests.json:29039:    "xp": 236,
> src\renderer\data\quests.json:29059:    "id": 909,
  src\renderer\data\quests.json:29060:    "code": "VFX-00909",
  src\renderer\data\quests.json:29061:    "title": {
  src\renderer\data\quests.json:29062:      "ru": "Realtime effect: {} (particles/shaders)",
  src\renderer\data\quests.json:29063:      "en": "Realtime effect: {} (particles/shaders)"
  src\renderer\data\quests.json:29064:    },
  src\renderer\data\quests.json:29065:    "category": "effects",
  src\renderer\data\quests.json:29066:    "difficulty": "expert",
  src\renderer\data\quests.json:29067:    "description": {
  src\renderer\data\quests.json:29068:      "ru": "Адаптация под игровые движки: LOD, спрайты, производительность. без blending.",
